split_seed,method,scope,precision,recall,f1,auroc,n,positives
20260409,One-Class SVM,intermittent_software_hang,0.1336405529953917,1.0,0.2357723577235772,0.9963306414468636,2275,29
20260409,LOF,all_faults,0.473015873015873,0.9675324675324676,0.6353944562899787,0.9874061824195396,2400,154
20260409,LOF,motor_stall,0.1658291457286432,1.0,0.2844827586206896,0.9993793680347556,2279,33
20260409,LOF,gradual_sensor_drift,0.1741293532338308,0.9722222222222222,0.2953586497890295,0.9940140496685466,2282,36
20260409,LOF,accelerated_battery_degradation,0.1308900523560209,1.0,0.2314814814814814,0.9930721282279608,2271,25
20260409,LOF,gps_jitter_spoofing,0.1398963730569948,0.8709677419354839,0.2410714285714285,0.953594921437394,2277,31
20260409,LOF,intermittent_software_hang,0.1487179487179487,1.0,0.2589285714285714,0.99683728928056,2275,29
20260409,LSTM Autoencoder,all_faults,0.3214285714285714,0.673469387755102,0.4351648351648352,0.8786819340001586,2120,147
20260409,LSTM Autoencoder,motor_stall,0.1363636363636363,1.0,0.24,0.9948240642614692,2006,33
20260409,LSTM Autoencoder,gradual_sensor_drift,0.1434426229508196,0.9722222222222222,0.25,0.9818663062454244,2009,36
